method,view,success_pct,clusters
SHORT_DSL_GCP_0.8B,FULL_DAG,33.33333333333333,96
SHORT_DSL_GCP_0.8B,SKELETON_DAG,33.33333333333333,96
SHORT_DSL_GCP_0.8B,NODE_ONLY_CATALOG,6.076388888888888,96
CONTROLLED_MT_FFF_STRUCTURED_COMMIT_0.8B,FULL_DAG,41.49305555555556,96
CONTROLLED_MT_FFF_STRUCTURED_COMMIT_0.8B,SKELETON_DAG,38.02083333333333,96
CONTROLLED_MT_FFF_STRUCTURED_COMMIT_0.8B,NODE_ONLY_CATALOG,12.152777777777777,96
FACTORIZED_SYMBOLIC_RULE,FULL_DAG,100.0,96
FACTORIZED_SYMBOLIC_RULE,SKELETON_DAG,69.79166666666666,96
FACTORIZED_SYMBOLIC_RULE,NODE_ONLY_CATALOG,92.70833333333334,96
